"1000","3000","10000","30000","100000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
57631.2,57633.5,57635.8,57630.8,57628.2,57631.5,57634.5,57634.75,57634,57633.25,57632.75,57632.75,57633,57633.25,57635,57635.75,57635.75,57636,57636,57634.75,57633.75,57635.5,57635.5,57636.25,57636,57632.5,57644.3
57645.8,57645.8,57647.5,57642.5,57637.2,57645.75,57645.75,57646.5,57645,57644.25,57643.75,57644,57644,57644,57639.5,57641,57643,57642.75,57642.5,57642.25,57643.75,57642.25,57641.5,57641,57640.5,57644.3,57643.6
57645.2,57644.8,57644.8,57642.5,57637.8,57645.25,57644.75,57644.75,57643.5,57643.25,57643,57643.75,57644,57643.75,57642.75,57642,57642.75,57641.25,57641.75,57642.25,57641.75,57641.5,57641.5,57641.5,57640.75,57643.6,57645
57645.8,57645,57646.5,57642.5,57637.8,57645.75,57645.75,57646.75,57646.75,57648,57646.75,57645.75,57645.25,57645.75,57647.25,57649.25,57648.75,57646.5,57645.5,57644.25,57644.25,57644,57645.5,57646,57646,57645,57645.6
57645.8,57645,57646.5,57644.2,57644.2,57645.5,57645,57646.5,57645.75,57646.5,57646,57645.75,57646,57645.75,57645.75,57645.75,57645,57644,57644,57645.5,57646,57646,57645.75,57645.75,57645.75,57645.6,57645.7
57645.5,57646.8,57646.5,57644.2,57640.8,57645.75,57647.5,57647.75,57648,57647.25,57647.25,57646,57645.75,57646.5,57647.25,57647.25,57646.25,57646.25,57646.25,57644.25,57645.75,57645.5,57647.25,57647.25,57647.25,57645.7,57669.6
57668.2,57672.5,57671.2,57667,57668.2,57668.5,57672.5,57671.5,57671.25,57670.75,57670,57668.25,57668.25,57669.5,57671,57670.75,57669,57668.75,57670.5,57669.25,57669.25,57669.25,57668,57667.75,57667.75,57669.6,57689.4
57690.8,57690.8,57691,57689.8,57688,57690.75,57689.5,57689.75,57686.75,57687,57689,57689.5,57689,57687,57687.75,57687.75,57688,57688,57688,57687.5,57687.5,57686.25,57686.75,57687,57685.5,57689.4,57690.2
57688.8,57692,57691.2,57690,57690.8,57688.75,57688.75,57691,57691,57690.5,57689.25,57690,57689.5,57689.5,57690.5,57691.5,57690.75,57691.25,57691.5,57691.5,57690.25,57691,57691.25,57689.75,57689.75,57690.2,57702.4
57700,57700,57701.5,57702.2,57707.8,57700.25,57701.75,57701.5,57701.5,57702.5,57703,57703.75,57704,57704.5,57703,57701.25,57701.75,57700.5,57700.25,57699.5,57699.5,57697.25,57697.25,57697,57695.5,57702.4,57698.4
57697.2,57697.2,57697,57700,57704,57697.5,57697.5,57697.5,57697.25,57698.75,57698.75,57698.25,57696.5,57696.5,57696.75,57696.75,57696.25,57697.25,57697.5,57697.5,57696.75,57696.75,57695.25,57693.25,57693,57698.4,57683.6
57680,57682.5,57681.8,57683.8,57683,57687,57682.75,57683.5,57682,57684.25,57685.25,57685.25,57685.5,57684.75,57683.75,57684.75,57685.75,57684.5,57685,57684.75,57685.75,57686.25,57686.25,57685.75,57687,57683.6,57706.1
57705,57706.5,57706.5,57703,57706,57705.25,57708,57708.75,57708,57707.75,57707.5,57707.5,57706.75,57705,57706,57706.25,57708.5,57708,57708.25,57708,57706,57705.75,57702.75,57703,57703,57706.1,57705.2
57701.5,57705,57705.2,57703.5,57710.5,57702.25,57705,57705.75,57706,57706.75,57707,57706.25,57706,57705,57706,57706.75,57706.5,57706.5,57707.25,57706.5,57701.5,57698.5,57698.75,57698.75,57696.75,57705.2,57693.3
57691.5,57691.5,57692.2,57694.2,57695.8,57694.5,57693.5,57693.5,57693,57692.5,57692.75,57693.75,57693.75,57693,57693.25,57693,57691,57691,57692.25,57691.25,57691.25,57691.25,57691.75,57690,57689.25,57693.3,57660.2
57660.2,57662,57658.8,57657,57656.2,57660.5,57662,57663.75,57661,57660.5,57660.75,57661,57663,57662.25,57662,57662,57661.75,57661,57660.75,57660.75,57660.75,57659.75,57658.25,57657.75,57657.25,57660.2,57655.1
57652.8,57652.8,57656.2,57653.8,57657.5,57653,57653,57656.25,57656.25,57655.25,57656,57656.5,57656.25,57656.5,57654.5,57654.25,57654.75,57656.25,57656.75,57654.5,57654.75,57655.5,57654.75,57654.75,57658.75,57655.1,57649.4
57651,57651,57650,57647.2,57646.5,57651,57650.5,57650.25,57650.5,57650,57650.5,57648.25,57648.75,57648.75,57648.75,57649.5,57648.75,57648.75,57648.75,57649.25,57648.25,57648.25,57648.25,57648.5,57649.25,57649.4,57700.6
57701,57695.8,57701,57699.5,57701.2,57701.25,57701.25,57701.25,57701.25,57703,57701.75,57701.75,57701.25,57699.75,57699.75,57700.5,57700.75,57701,57702,57701.25,57701.25,57702,57700.75,57700.25,57700.25,57700.6,57679.8
57680.8,57680.8,57683,57678.2,57674.5,57680.75,57682.5,57682.25,57681.75,57679.5,57680.75,57679.75,57678.75,57678.75,57676.75,57677.75,57677.25,57677.25,57677,57678,57677.75,57677.25,57677.5,57675.75,57680.5,57679.8,57677
57677,57677,57679.5,57677.2,57675,57677,57675.5,57675.75,57677.75,57678.5,57676.5,57676.75,57676.25,57676.25,57676,57676,57675,57674.75,57673.75,57672.75,57673.75,57672.25,57672.75,57673.75,57674,57677,57678.2
57677,57677,57681.5,57679.8,57676.5,57677,57676.75,57678,57678.5,57678.75,57679.25,57679.5,57677.25,57677.5,57677.25,57677.25,57677.5,57677.5,57678.5,57677.75,57677.75,57677.75,57676.5,57677.5,57677.5,57678.2,57653.7
57653.5,57653.5,57657,57651.8,57650.2,57653.75,57653.75,57654,57656.75,57656.25,57656.25,57655,57653,57652.25,57652.5,57652.5,57652.5,57652.25,57652.25,57651.5,57653,57653.5,57654,57653.5,57653.25,57653.7,57649.3
57650.5,57650.5,57653.2,57649.2,57645,57650.5,57649.75,57650.5,57650.75,57648.75,57648.25,57648.25,57648.25,57646.75,57646,57646.25,57647,57647,57645.5,57645.25,57647.75,57646.5,57647.75,57645.25,57645,57649.3,57670.5
57670,57670,57672,57667.5,57668.8,57670.25,57673,57672,57672.5,57673.5,57671.75,57670.5,57670.75,57670.5,57670,57670,57670.25,57669.5,57670.25,57670.5,57670,57671.25,57671.25,57672,57672.75,57670.5,57663.8
57663,57663,57663,57664.8,57662,57663.25,57663.25,57665.25,57665.75,57664.75,57665,57664.75,57664.75,57664.5,57664.5,57663.5,57663.5,57663.5,57664.25,57663.25,57664,57662,57661.75,57661.25,57662.25,57663.8,57663.1
57663,57663,57663.8,57664.8,57661,57663,57663,57663.25,57662.25,57661.5,57663.75,57663,57663.5,57664.25,57662.5,57662.5,57661.75,57661.75,57661.5,57661.25,57661.5,57659,57659,57660.75,57661.25,57663.1,57660.2
57657.5,57657.5,57661.2,57660,57659.5,57657.75,57660,57662.25,57661.25,57662.25,57662.5,57661.5,57661.5,57662.25,57663,57663.75,57662.75,57662.75,57662.75,57662.75,57662.25,57662.75,57661.75,57661.75,57663,57660.2,57642.5
57641.2,57641.2,57645.8,57643.5,57641.2,57641.5,57642.25,57642.25,57644.5,57643.25,57643.25,57643.25,57642,57641.75,57642.75,57642.25,57642.75,57642.75,57642,57643.5,57643.25,57643.5,57643.5,57642.75,57641.75,57642.5,57649.6
57648,57648.5,57649.2,57648.8,57653.2,57648.25,57650.75,57649.25,57650.75,57649.75,57649.5,57649.75,57651.25,57651,57650.5,57651.25,57651.5,57652,57651.5,57653,57652.5,57653.25,57654,57654.75,57654.75,57649.6,57648.1
57645.8,57645.8,57649,57647.8,57647.5,57646,57649.25,57650,57649,57649.25,57649.25,57649.5,57650.75,57650,57650,57649.5,57649.75,57650.25,57650.25,57650.25,57652.25,57653,57653.5,57654.5,57654,57648.1,57647.6
57646.8,57645.8,57648.8,57646,57647,57646.75,57648.75,57648.75,57647.25,57648,57649,57649,57649,57649.5,57649.75,57649.75,57649.25,57648.5,57648.75,57649.25,57650,57649.5,57649.25,57651.5,57652.25,57647.6,57647.4
57645.8,57645.8,57648.2,57646,57648,57646,57648.5,57648.75,57647.25,57647.75,57647.75,57648.75,57648.5,57648.75,57650,57650,57650,57648.5,57649,57649.25,57649.25,57650.5,57648.25,57648.5,57649.25,57647.4,57647.2
57645.8,57645.8,57647.5,57646,57647.8,57646,57647.75,57648.75,57648,57648.25,57648,57648,57648.75,57648.5,57648.25,57649.75,57649.75,57649,57648.5,57649,57650,57649.25,57650.5,57648.25,57648.5,57647.2,57646.4
57645.8,57646.2,57646.8,57646,57646.8,57645.75,57646,57645,57646.75,57646.25,57646.75,57648.25,57648.25,57647.5,57647.75,57648.25,57647.25,57647.25,57646.75,57646.75,57646,57646.5,57646.5,57646.25,57647.5,57646.4,57697.4
57701.2,57697.2,57694.5,57694.2,57692,57701.5,57701.5,57697.75,57696.5,57697.5,57698.25,57698.25,57699.25,57699.5,57698.75,57697.5,57701.25,57703.75,57701.25,57701,57700.5,57700.75,57700.75,57700.75,57701.25,57697.4,57711.2
57708.2,57711,57712,57708,57710.2,57708.5,57711,57712.5,57713,57715,57714.5,57713.5,57713,57712.5,57713.25,57713.25,57712.25,57712.25,57712.25,57713.75,57708.75,57708,57708.5,57708.25,57710.75,57711.2,57713.1
57713,57713,57716,57710,57710.5,57713.25,57716,57714.75,57715,57714.25,57715,57713.75,57713.75,57712.25,57711.75,57711,57710.75,57712.25,57712.5,57713,57713,57708,57708.5,57707.25,57710.5,57713.1,57714.1
57714.8,57715.2,57717,57711.2,57707.8,57715,57715.25,57717,57717,57713.75,57713.25,57714.5,57713.75,57714.5,57714.5,57715,57715.25,57713.25,57713.25,57713.5,57715,57714.75,57713.25,57713.25,57710.75,57714.1,57730.9
57729.2,57732.2,57732,57729.2,57724.5,57731.25,57733,57733.25,57733,57733,57732.25,57732.25,57732.25,57731.5,57731.5,57731.75,57732,57733.5,57732.25,57732.75,57730.75,57730.75,57731.25,57730.5,57731,57730.9,57739.5
57740.5,57740.5,57739.2,57735.5,57735.2,57740.5,57739.5,57740,57740.25,57741,57740.5,57741.25,57741.75,57741.5,57740.25,57741.5,57741.5,57741.25,57740,57740.25,57740.75,57741.25,57741.25,57740.5,57741,57739.5,57739.9
57738.8,57740.8,57740,57737.5,57735.5,57739,57740.75,57741.5,57741.25,57742,57741.5,57742,57742,57742.5,57741.75,57742,57741.75,57741.75,57741.5,57741.5,57741,57741.25,57741.25,57741,57740.25,57739.9,57725.8
57724.2,57724.2,57727,57723.2,57723.2,57724.5,57729,57728,57729,57729,57727.5,57727,57727.5,57727.75,57727,57727,57726.25,57726.25,57726,57725.5,57725.25,57725.25,57727.25,57726.75,57727.5,57725.8,57738.6
57739.8,57739.8,57740.2,57735.8,57736.5,57739.75,57742.5,57740.75,57738.25,57736.75,57737.75,57737.75,57738.5,57738.5,57738.5,57738.5,57738,57737.5,57737.75,57737.25,57737.5,57735,57734.5,57735,57736.5,57738.6,57742.8
57743.8,57743.5,57743.2,57742.8,57736,57744,57746.25,57744,57746,57745.5,57745.5,57744.25,57743.25,57741,57741.25,57743.25,57741.75,57741.5,57741.25,57741.25,57741,57739,57738,57738.25,57738.25,57742.8,57736.9
57737,57736.8,57737.8,57736.2,57732,57737.25,57737.25,57738.75,57737.75,57738,57738.75,57737.5,57737.25,57737.25,57736,57735.5,57735,57734.25,57735.75,57736,57735.5,57735,57734.25,57734.25,57734.5,57736.9,57737.6
57736.8,57736.8,57738.2,57737.2,57735,57737,57737,57738.25,57739.25,57739.25,57739,57738.5,57739,57739,57738.5,57737.75,57737,57737.25,57737.75,57738.5,57737.5,57737.5,57736.75,57734,57733.5,57737.6,57738.3
57738,57736.8,57739.5,57737.8,57735,57738.25,57738.25,57739.5,57739.5,57739.25,57740.25,57739.25,57739.25,57739.25,57739.25,57738.75,57738,57738.75,57740,57739.5,57739,57738.25,57738.25,57739,57738.5,57738.3,57749
57748.2,57749,57748.2,57749,57742.2,57748.25,57748.5,57750.5,57751.5,57752.5,57752.75,57752,57749.75,57750.25,57749.75,57750.25,57749.75,57750.25,57749.5,57749.5,57750.25,57750.25,57750.5,57749,57748.25,57749,57755.5
57753.2,57756.2,57756,57758,57751.5,57752.5,57752.5,57756.25,57757.5,57757.75,57757.5,57757.5,57756,57755.5,57755,57754,57753,57754.25,57754.5,57755,57754.5,57754.75,57754.75,57755,57754.75,57755.5,57749.2
57750,57749.8,57752,57750.2,57748.2,57749.5,57749.75,57748.75,57748.5,57748.75,57748.75,57747.25,57747.5,57747.25,57747.25,57748,57747.75,57747.5,57747.75,57746.25,57746,57745.75,57745.25,57745.75,57745.75,57749.2,57751.9
57750.8,57752.8,57753.8,57752.2,57748.5,57750,57750.75,57752,57752,57753,57753.5,57753,57752.5,57752.75,57753.25,57753.25,57751.25,57749.5,57749.75,57749.75,57750,57749.75,57749.75,57749.75,57748.5,57751.9,57741.2
57739,57739,57743.8,57740.8,57741.2,57739.25,57742.5,57743.5,57741.5,57741,57741,57742.25,57742.25,57742.5,57741.75,57742.5,57743.25,57743.25,57743.5,57744,57744,57743.75,57743.5,57742.5,57741.25,57741.2,57732.7
57733.2,57733.2,57736.5,57729.2,57732.5,57733.25,57734.5,57733.75,57735,57731,57732,57732,57732,57732,57732,57731.75,57732,57730.75,57731,57730.5,57732,57730.5,57731.5,57732,57735.75,57732.7,57747.9
57751.2,57751.2,57743.8,57741,57743,57751.5,57753.25,57752,57752,57750,57750.25,57748,57747.5,57747.5,57747.5,57747,57747.75,57748.75,57749.5,57749,57749.25,57747.25,57747.25,57745,57745,57747.9,57748.4
57746.8,57748,57747.5,57744,57744.5,57747.5,57748.25,57749.75,57752,57752.75,57752.25,57751.75,57751.25,57751.25,57751,57751.25,57751.5,57753.25,57753.25,57752.25,57752.75,57751.75,57752,57752.25,57752.25,57748.4,57744
57741.8,57745.5,57746.8,57740,57744.2,57742,57745.5,57745.75,57745.25,57745.75,57743.75,57743.75,57742.75,57744,57744.25,57744.75,57744.75,57745.25,57745,57745,57743.75,57745.5,57745.75,57745.25,57744.25,57744,57744.9
57742,57744.2,57745.8,57744.8,57744.2,57742.25,57744.75,57746.75,57746.25,57746.75,57747,57744.75,57746.75,57747,57747,57747.25,57746.75,57747,57747,57748.75,57747.75,57746.5,57746.25,57744.25,57744.75,57744.9,57744.5
57740.5,57746.8,57745.8,57744.5,57744,57740.5,57743.25,57745.5,57745.5,57746.5,57746.75,57744.75,57746.5,57746,57746.25,57745.5,57745.25,57745,57746.5,57746.5,57747.75,57747.75,57746.5,57744,57743.25,57744.5,57747.2
57746.8,57746.8,57746.8,57744.8,57745,57746.75,57746.75,57747.75,57748.75,57749.75,57747.5,57748.25,57748.5,57749,57748.25,57747.75,57747.5,57747.75,57748.5,57747.75,57748,57744.25,57745.25,57745,57745,57747.2,57745.8
57745.5,57745.5,57746.5,57742.2,57745,57745.75,57745.75,57746.5,57747,57746.75,57745,57747,57746.75,57747.5,57748.5,57749,57747.75,57748,57748.75,57748.75,57748,57745.75,57745.5,57745.5,57745.5,57745.8,57749.4
57751.8,57748.8,57747.2,57744.2,57747.2,57751.75,57752,57751.25,57750.5,57751.75,57752,57751,57750.5,57749.5,57749.5,57749.75,57749.75,57749.75,57749,57750.25,57750.5,57750.75,57751.5,57751.25,57751.5,57749.4,57742.3
57743,57742.8,57740.8,57739.8,57738,57743,57744.5,57744.5,57744.75,57742,57742.5,57744.75,57743.5,57744.75,57745,57744.75,57745.25,57745.25,57743.5,57741.75,57740.25,57740.75,57740.5,57740.75,57742.75,57742.3,57727.3
57725.5,57725.5,57728,57730,57729.2,57725.5,57725.5,57726,57726.25,57726.25,57727.5,57727.75,57729.25,57729.25,57729.25,57729.25,57729.25,57729.75,57729.75,57729,57730,57730.25,57730.25,57728.75,57728,57727.3,57730
57727,57730.2,57731.2,57731,57728.2,57727.25,57730.25,57731.25,57731.5,57731.25,57730.5,57730.5,57730.5,57732,57731.75,57731.75,57732.75,57733,57733.25,57730.75,57728.75,57728.75,57728,57729,57729.5,57730,57711
57709,57712.5,57711.8,57711.2,57711.5,57709.25,57711.5,57710.75,57711.75,57711,57711,57711.25,57711.5,57711.5,57711.75,57712,57714.25,57714.25,57714.75,57714.5,57713,57713.25,57712.25,57712.5,57713.75,57711,57707.9
57705.5,57705.2,57710.8,57709.5,57706.8,57705.5,57705.5,57709.5,57708.25,57708.75,57708,57708.25,57708.5,57709,57709.25,57710.25,57710,57710.75,57710.75,57712,57711.25,57711.5,57711,57710,57709.25,57707.9,57721.7
57722.5,57723.8,57724,57719.8,57721.5,57722.25,57722.25,57722.5,57721.25,57720.75,57719.25,57719.25,57719.5,57720.75,57720.5,57720,57719.75,57720.5,57722,57720.75,57720.75,57721,57720.5,57720.5,57720.25,57721.7,57721.3
57723,57721.8,57721.8,57717.5,57723.8,57722.5,57721.75,57721.75,57721.25,57721.25,57722.25,57720.5,57720.75,57719.5,57720.25,57720.5,57721.25,57721.75,57722.5,57722,57720.75,57719,57720,57720.25,57719.25,57721.3,57721.4
57720.2,57721.8,57721,57717,57723.8,57720.5,57721.75,57722.75,57723,57723.25,57721.75,57721.75,57720.5,57722.25,57722.5,57723,57723,57723,57724.5,57724.5,57724.75,57723.75,57721.75,57721.5,57720.5,57721.4,57688.1
57683.8,57687.5,57687,57692.2,57690.5,57683.75,57687.5,57687,57691.5,57690.75,57690.25,57689.5,57689.25,57688.75,57688.75,57687.75,57687.75,57687.75,57687.5,57687.5,57686,57685.75,57687.25,57687.75,57688.5,57688.1,57696.3
57698.8,57696.5,57696.2,57695.2,57692.8,57698.75,57697.25,57697,57697,57697,57695.75,57695.75,57696.5,57695.25,57695.25,57696.75,57696.5,57696.25,57696.25,57696.5,57696.75,57698,57699,57697.5,57700.75,57696.3,57691.2
57691.8,57691.8,57694.2,57692.5,57689.5,57691.25,57690.5,57689.5,57689.75,57691.5,57690.5,57690.25,57689.5,57689.25,57689,57690,57689.75,57689.5,57687.5,57689,57688.5,57687.75,57688.25,57688.25,57688,57691.2,57692.4
57692.2,57692.2,57694,57692.8,57691.2,57692,57691,57691.25,57693.5,57693.25,57692.5,57692.75,57692,57691.75,57691.25,57692.75,57693.25,57693,57692.75,57691,57691,57690.25,57689.25,57689.25,57689.5,57692.4,57680.9
57678.8,57678.8,57680,57685.8,57685,57678.75,57677.75,57678.25,57679.5,57680,57681.5,57680,57684,57683.75,57683.25,57682,57682,57682,57682.5,57681,57682,57682,57682,57681.5,57681.75,57680.9,57652.3
57649.5,57649.5,57653.2,57653.8,57650,57653.25,57650,57650.75,57652.5,57653.75,57655.25,57655,57654.25,57654.5,57655.5,57655.25,57653.25,57653,57654.25,57656.25,57657,57656.25,57656,57655.25,57656.75,57652.3,57639.3
57639.5,57639.5,57637.2,57642,57641.8,57639.5,57636.5,57637.25,57637.5,57636.25,57639,57639.25,57640,57641.25,57641.25,57641.5,57641,57641.5,57641.75,57640.75,57641,57641.25,57641.5,57643.5,57643.25,57639.3,57650.6
57650,57650,57650.2,57649.5,57648.8,57650,57651.5,57652.25,57653,57652.25,57652,57651,57652,57652.25,57651,57651.75,57651.75,57652.5,57652,57651.75,57652.25,57651.75,57653.5,57652.75,57652.75,57650.6,57648.1
57646,57646.5,57649,57648.8,57648.8,57646,57645.75,57648.5,57650.25,57649.25,57649.5,57649,57649.25,57649.5,57649.5,57650,57648.75,57649.75,57650.5,57651.25,57651.75,57651.75,57651.75,57652,57650.75,57648.1,57649.8
57649.2,57649.2,57655.2,57649.8,57648.5,57649,57646.5,57650,57650,57648.75,57648.5,57648.5,57648.5,57649.25,57650.25,57649.5,57649.75,57650.5,57650.5,57650.75,57651,57651,57649.75,57648.75,57648.5,57649.8,57651.9
57651.8,57654.8,57655,57653.2,57649.8,57651.5,57649,57651.5,57651.25,57651.25,57650,57649.75,57650,57651,57651.25,57652,57652.75,57651.75,57652.5,57651.75,57652,57652.25,57652.25,57652.25,57652.25,57651.9,57652.6
57652,57654.8,57655.2,57653.8,57652.5,57651.75,57649.5,57652,57651.5,57651.5,57649.75,57650,57651,57652,57652,57652.75,57652,57652.25,57652.25,57651.5,57651.25,57651.5,57651.75,57652,57651.5,57652.6,57651.6
57652,57654.2,57654.2,57652.8,57651.8,57651.75,57649.25,57650.5,57650,57649,57649,57649,57649.75,57650.75,57651.75,57651.75,57650.75,57650.5,57650.75,57650.75,57650.75,57650.5,57650.75,57650.75,57650.75,57651.6,57690.8
57692.5,57693.8,57690.8,57690.2,57687.5,57692.25,57692.25,57690.25,57690.25,57689.5,57689.75,57690.25,57689.5,57691.25,57691,57689.75,57689.5,57688.25,57688.5,57689.5,57688,57686.25,57685,57685.5,57685.5,57690.8,57690.5
57690,57691.5,57692,57692.8,57688.8,57690,57689.5,57690.25,57690.25,57690.25,57690.5,57689.5,57691,57690.25,57690.25,57690,57690,57689.75,57690,57688.75,57690,57689.5,57686,57686,57687,57690.5,57691
57691,57691.5,57692,57692.8,57688.8,57691,57690.75,57690.5,57690.75,57691.75,57690.75,57690.25,57689.5,57690,57690.25,57689.75,57690.25,57689.75,57690.5,57688.75,57689.5,57688.25,57685.25,57685.5,57685.5,57691,57727.6
57725.5,57728.5,57728.8,57730,57730.5,57725.25,57725.25,57727.75,57727,57725.75,57725.75,57726.25,57727.5,57727.5,57728,57728,57728.25,57729.25,57730,57729.75,57730,57729.5,57727,57731,57729.75,57727.6,57723
57717.5,57721,57722.8,57728.8,57724,57717.75,57721,57722.5,57722.5,57724.75,57724.5,57724.75,57726.75,57726.25,57726.25,57726.25,57726.25,57726.75,57726.5,57726.5,57725.75,57725.75,57725.75,57724.5,57724.5,57723,57722.5
57718.8,57721,57722.8,57725,57724,57719,57721,57722.5,57722.5,57723,57724,57723.5,57723.25,57725.5,57725.75,57725.25,57726,57726,57726.25,57726.25,57726.25,57725.75,57725.75,57724.25,57724.25,57722.5,57724.4
57722.8,57722.8,57723.5,57729.8,57724.2,57723,57723.25,57723.25,57724,57723.75,57723.25,57726,57725.75,57725.25,57725.5,57725.5,57725.25,57725.25,57725.5,57724.75,57723,57722.75,57721.25,57721.25,57721.25,57724.4,57743.8
57744.5,57743.2,57742.8,57742,57736.8,57744.5,57743.75,57743.75,57745.5,57745.75,57745.25,57746.25,57746.25,57748,57746.5,57746.25,57746.5,57745.75,57745.75,57743.75,57744.25,57744.5,57744.75,57744,57742.25,57743.8,57747.7
57748,57746.8,57743.5,57743,57746.2,57748.25,57751.25,57750.5,57747.5,57750,57750.25,57750,57749.75,57750.75,57751,57752,57751.25,57751.25,57751.5,57750,57750.25,57750.5,57749,57749.75,57749.25,57747.7,57746.5
57747.5,57747.5,57746.8,57743,57746.2,57747.5,57746.75,57746.75,57748,57747,57746.5,57746.75,57746.5,57746.25,57747.25,57747.5,57747.5,57747,57745.5,57744.5,57745,57745.75,57745.75,57744.25,57742.75,57746.5,57747.7
57748.2,57747.8,57748.2,57745.5,57744.2,57748.25,57747.75,57747.25,57748.5,57749,57749.25,57749.25,57749,57749,57749,57749.25,57749.25,57749.5,57749.25,57746.5,57747.25,57748,57749.25,57749,57749,57747.7,57745.2
57746,57747.2,57743.8,57742,57744.2,57746.25,57747.25,57744.25,57745,57745.5,57745.75,57746,57745.75,57746.75,57746.5,57745.5,57744,57744.5,57744.5,57744.75,57745.5,57745.5,57745.75,57745,57746.25,57745.2,57721.4
57720,57720,57720.5,57721,57722.2,57720.25,57722.5,57721.5,57721.25,57721.25,57722.75,57722.5,57722.75,57724.5,57724.25,57724.5,57724.75,57725.25,57725.25,57725.75,57724.25,57722,57722,57725.5,57725.75,57721.4,57721.2
57719.5,57721.8,57721.8,57721.5,57719.8,57719.75,57721.75,57721.75,57721,57721.25,57721.5,57722.25,57721,57722.5,57722.5,57723.75,57723.75,57721.75,57722,57720.25,57719,57716.5,57716,57716.75,57716,57721.2,57737.1
57736.8,57740.8,57739.8,57736.8,57730.2,57737,57740.75,57739.75,57738.75,57737.5,57738,57737.5,57737.25,57735,57735.75,57736.5,57736,57735.25,57736.25,57735,57734.5,57734.25,57733,57733.25,57731.25,57737.1,57696.8
57692.2,57693.2,57698,57701.8,57696.2,57692.5,57694.75,57697.5,57698.25,57698.5,57698.75,57699,57699,57699.25,57700.5,57700.75,57701.25,57700.5,57700.75,57700.75,57700.75,57700.75,57705.5,57705.75,57706.75,57696.8,57682.4
57680.5,57679,57682.5,57682.2,57684.5,57680.75,57683.25,57682,57683,57685,57685.5,57683.75,57684.25,57683.75,57683.25,57683.25,57684.75,57684,57686,57685.25,57685.75,57685,57684.75,57684,57684,57682.4,57685.7
57685.2,57687,57686.5,57683.2,57684.8,57685.5,57687,57687.75,57687,57685.5,57685.75,57685.5,57686.25,57686,57685,57685,57685,57688.5,57688.5,57688.5,57688.5,57686,57686.25,57687.5,57686.5,57685.7,57681.1
57681,57680,57679.8,57680.5,57681.8,57681.25,57681.5,57681.25,57682,57681.75,57681.5,57681.75,57681.75,57681.75,57681.75,57683.75,57683.75,57683.25,57683,57682.25,57681.25,57682.25,57682,57682.25,57681.25,57681.1,57678.3
57677,57675,57676.5,57679.8,57679.2,57678.5,57678.75,57679.25,57678.5,57678.5,57679,57679.5,57679,57680,57682.25,57680.25,57680,57680,57680.75,57681,57681,57680.25,57680.75,57680.75,57680.75,57678.3,57651.3
57650,57652,57651.2,57651.2,57650,57650.25,57652,57652.5,57651.25,57650.75,57651.5,57651.25,57652.25,57653.5,57653.5,57652.5,57652.5,57652,57653.75,57654.25,57653.75,57654.25,57654.75,57655.5,57658.5,57651.3,57656
57656.2,57655.2,57656,57654.5,57660.2,57655.75,57656.25,57655.25,57656,57656,57655,57654.5,57655.25,57656.5,57657.25,57657.75,57659,57658.5,57657.75,57657.75,57658.75,57658.75,57659,57659.25,57660,57656,57670.6
