"1,000","3,000","10,000","30,000","100,000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
32730.8,32733.3,32733.5,32731.3,32730,32732,32733.25,32733.5,32733,32732.75,32731.75,32731.5,32731.25,32731.5,32731.5,32731.75,32731.25,32731.25,32731,32731.75,32732,32732.25,32732,32732,32732,32732.02,32717.87
32717.3,32716.5,32715.8,32716.8,32718.3,32719.75,32717.5,32717,32719.25,32719.25,32719.25,32719,32718.25,32718.25,32718.25,32718.5,32718.5,32718,32718.5,32719,32719.25,32719.25,32718.5,32717.25,32717.25,32717.87,32702.66
32702.3,32702.3,32700,32701,32702,32703.75,32704,32704,32703.5,32703.5,32703.5,32703.25,32704.25,32704,32705.5,32706,32706.5,32707.5,32707.75,32707.75,32707.75,32707.25,32707.25,32707.75,32707.5,32702.66,32703.34
32702.3,32704,32701.8,32701.3,32705.5,32705.25,32704,32703,32703,32703,32703,32703.25,32703.25,32703.25,32704.5,32705.5,32706.25,32706.25,32706.25,32707.25,32707,32706.25,32706.25,32706.5,32706.5,32703.34,32714.42
32716.5,32715.8,32715.3,32712.8,32711.3,32713.75,32715.75,32715.75,32714.5,32714.25,32714.25,32714.25,32714.25,32714,32715,32714.75,32714.75,32714.75,32714.5,32713.75,32713.75,32716.25,32716,32715.25,32715.25,32714.42,32715.94
32716.8,32715.3,32714,32715.8,32713.5,32716.75,32715.25,32716.5,32716.75,32717.5,32717.75,32717.5,32717.5,32717.5,32717.75,32717.75,32717,32717.25,32718,32718.5,32718,32717.75,32718,32718.25,32720.25,32715.94,32716.86
32717.5,32717.3,32715,32715,32712.5,32718,32718.5,32719,32718.5,32717.75,32717.5,32719.5,32718.75,32719.25,32719.25,32718.25,32718,32718.25,32718.25,32718.25,32719.75,32720.5,32721,32720.75,32720.25,32716.86,32726.07
32728.3,32728.3,32725.5,32725.5,32723.3,32727.5,32726.25,32726.5,32725.5,32725.5,32725.5,32725,32725,32724.75,32724,32725.25,32724.25,32724.5,32725.5,32725.25,32724.75,32725.25,32725.5,32724.75,32726,32726.07,32717.47
32718.3,32717.3,32717.3,32715.5,32719.5,32718.25,32717.5,32717.75,32717.75,32717,32716.5,32716.75,32716.75,32717.5,32717,32717,32717,32716.75,32717.75,32717.75,32718.25,32718,32719.5,32719.5,32720.25,32717.47,32709.63
32710.5,32707,32707.5,32706,32714.3,32710.75,32712,32708.75,32708.5,32708.25,32709.75,32709.75,32710,32709.75,32710,32709.75,32710,32709.75,32709.75,32711.25,32711.5,32712.75,32711.5,32711.5,32711.5,32709.63,32721.14
32724,32720.3,32721,32720.3,32722.5,32721.25,32721.5,32720.25,32719.75,32720.5,32720.5,32720.25,32720.25,32719.75,32720.25,32720.25,32721,32721.75,32721.5,32721.5,32721.75,32722,32721.75,32721.25,32720.25,32721.14,32713.79
32713.8,32713.8,32713.5,32713,32715.5,32713,32714,32714.5,32713.75,32713.75,32714,32713.25,32713.5,32713.75,32713.25,32715.25,32715.25,32715,32716,32715.75,32715.75,32715,32715,32715.5,32716,32713.79,32713.01
32712,32712.3,32712,32712.8,32714.5,32712.75,32713.25,32713.75,32714.25,32713,32713,32713,32713.25,32713.75,32712.75,32712.75,32713,32713.5,32713.5,32713.75,32713.5,32713.75,32713.5,32712.75,32712.25,32713.01,32712.32
32713.8,32712.5,32711.5,32711.3,32713.8,32709.75,32712.5,32713,32712.75,32712.75,32712.75,32712.75,32712.5,32712.5,32712.25,32712.5,32712.5,32712.75,32713,32713.5,32714.25,32713.75,32713.75,32713.5,32713.25,32712.32,32712
32710.5,32709.3,32708.3,32710.3,32715.8,32712.25,32713.75,32713.5,32713,32713.5,32713.5,32713.25,32713.25,32712.75,32713,32713.25,32715.5,32715,32715,32715.25,32714.25,32715,32715.25,32715.75,32716,32712,32712.55
32711.3,32710.8,32710.8,32713.3,32717.3,32712.75,32711.25,32712.75,32712.5,32712,32712.5,32713,32713,32713,32713,32713,32713.25,32712.5,32713,32714.25,32715.25,32714,32713.75,32713,32713,32712.55,32699.51
32700.5,32700.5,32699.3,32700,32697.8,32700,32699.5,32699.25,32699.5,32699.25,32698.5,32699,32699.5,32698.5,32698,32697.75,32697.75,32698,32698.5,32698.5,32700.5,32700.5,32699.5,32699.5,32701.25,32699.51,32711.7
32712.8,32712.8,32710.8,32709.8,32714,32713,32713,32712.5,32709.75,32709.75,32710.5,32710.25,32710.5,32711,32711.25,32711.25,32710.25,32711,32711,32711,32711,32709.5,32710,32710.75,32710.25,32711.7,32707.41
32706.5,32708.8,32708.3,32707,32706.5,32707,32708.75,32709.25,32708.5,32707.75,32707.5,32707,32705.25,32705.5,32705.5,32705.75,32707.75,32709,32709.5,32709.5,32709,32708.25,32708,32708.75,32708.5,32707.41,32714.51
32714.3,32713.3,32710.5,32714,32719.5,32714.75,32716.75,32716.25,32715.75,32715,32714,32713.5,32712.25,32712.25,32712.5,32714.75,32714.75,32715,32714.75,32715,32715.25,32715.75,32715.75,32715.75,32715.75,32714.51,32702.81
32706,32706,32703.8,32701.8,32699.5,32703,32703.5,32701.75,32701.25,32701.25,32701.5,32701.75,32701.75,32701.75,32702.25,32703,32701.75,32702.25,32703.75,32703,32703,32705,32705,32704.75,32705,32702.81,32696.98
32697.5,32697.5,32699,32697.3,32696,32696.75,32696.75,32697.25,32697.25,32696.5,32696,32695.75,32695.75,32696.25,32696.25,32696.25,32696.75,32698.5,32699,32698,32698.75,32699.75,32701,32701.25,32701,32696.98,32697.93
32698.5,32698.5,32697.5,32697.3,32700,32697.75,32697.25,32696.75,32697.25,32697.25,32697.5,32697.75,32697.75,32697.25,32696.5,32696.5,32697,32697,32697.25,32697.25,32699,32700,32699.5,32699,32699.25,32697.93,32698.31
32699.5,32699.5,32699.5,32697.8,32698,32698.5,32698,32697.5,32697.5,32697.75,32697.75,32697.25,32697,32696.75,32697,32697,32697,32697,32696.5,32697.25,32699.75,32700,32700.25,32699.5,32699.5,32698.31,32700.61
32702,32701.5,32702.8,32700.5,32700.5,32700.75,32701.5,32699.25,32699.25,32698.5,32699,32699,32698.25,32698.5,32698.5,32697.75,32699,32699,32698.5,32699.5,32699.5,32701,32701,32700.75,32701,32700.61,32700.66
32703.3,32699,32700,32701.5,32702,32703,32699,32699.75,32699.5,32698.75,32699.5,32699.5,32699.75,32698.75,32698.75,32698.25,32698,32697.5,32698.5,32698.25,32698,32698,32698.5,32699.5,32699.5,32700.66,32702.36
32702.5,32702.5,32704,32702.8,32703.3,32701.75,32702.25,32702.25,32700.75,32700.75,32702.25,32702.25,32701.5,32701.5,32702,32702,32701.5,32701.5,32702.5,32700.75,32701,32701.75,32701,32701.25,32701.25,32702.36,32703.77
32703.8,32703.8,32704.8,32703,32703,32703.75,32705.5,32705.25,32705,32704,32703.25,32703.25,32701.75,32701.75,32701.75,32701.75,32701.75,32701.5,32698.25,32698.5,32699.25,32699.75,32701.5,32701.5,32701.75,32703.77,32698.22
32698.8,32699.3,32698,32699.3,32697.8,32697,32698.75,32697,32697.75,32697,32697.5,32697.75,32698,32698,32697.75,32698,32698,32698.25,32699,32699.25,32699.75,32701.5,32702,32703.25,32703,32698.22,32700.56
32702.5,32700,32700,32700.3,32701.8,32699.25,32700.75,32700.5,32700.5,32700.25,32700.25,32700.5,32700.25,32700.25,32698.25,32698.25,32699,32698.25,32698.25,32699.5,32700.25,32700.75,32701,32701,32701.25,32700.56,32696.97
32696.8,32696.8,32696.8,32697.5,32699.8,32695.5,32696.75,32696.5,32696,32696.5,32696.75,32696.75,32697,32697,32696.25,32697.25,32697,32696.75,32696.75,32696.75,32697,32697,32695.75,32697,32696.75,32696.97,32697.55
32696.8,32696.8,32696.8,32698.5,32701.3,32697,32696.75,32696.5,32696.25,32697.5,32697.75,32698,32697.5,32697.5,32697.5,32697.25,32697.25,32697.25,32697.25,32697.25,32698,32698.5,32698.5,32698.25,32699,32697.55,32720.26
32721.5,32719.8,32721.5,32719.8,32721.5,32721.5,32720.75,32719.25,32719,32719,32719.5,32718.75,32717.75,32716.5,32718,32717.5,32716.25,32716.25,32716.25,32716.25,32714.75,32715.25,32715.25,32715.25,32715.25,32720.26,32715.81
32712,32712,32714.8,32716,32719.3,32718.25,32718.25,32715.75,32715.75,32716.25,32715.25,32715.75,32716.5,32715.75,32716,32716.25,32718,32718,32717,32717.25,32718.25,32718.5,32718.5,32718.5,32719.5,32715.81,32728.79
32729,32729,32730.8,32728.3,32732,32729,32730.5,32727.75,32727.75,32726.25,32726.25,32725.75,32725.25,32725.25,32724.75,32724.75,32725,32725.75,32726.75,32727,32727,32727,32726.5,32727,32727,32728.79,32723.26
32724.3,32724.3,32722,32723.5,32726,32720.5,32723.75,32723,32723.25,32723.25,32722.75,32722.5,32722.25,32722.25,32722.25,32723,32724,32723.75,32723.75,32724.5,32724.5,32722.25,32721.75,32721.5,32721.75,32723.26,32723.76
32726,32726,32724.8,32720.8,32721.5,32723,32724.75,32724.5,32723.75,32724.25,32723.75,32723.25,32723.25,32722.75,32724,32723.75,32724,32724,32724.5,32725.75,32725.75,32725.75,32725.75,32725.5,32725,32723.76,32742.09
32744,32744,32744.3,32738,32738.3,32744,32744.25,32744.25,32743.75,32741.75,32740.75,32740.75,32739.5,32739.25,32739,32739,32739.75,32739.5,32740,32739.75,32739.75,32740,32740.25,32739.75,32740,32742.09,32731.14
32733.8,32731,32731,32729.3,32730,32732.75,32732.75,32731.25,32730.5,32730.5,32730.5,32728.75,32729.75,32729.5,32729.5,32728.75,32728.25,32727.75,32728.25,32728.75,32730.5,32730.5,32730,32730.5,32730.25,32731.14,32749.21
32750,32750,32750.3,32748,32749.8,32752.25,32750.25,32749.75,32747.75,32747.5,32747.25,32747.25,32746.5,32746.25,32746.25,32746.25,32746,32746.25,32746.25,32746.5,32747.25,32747,32747.25,32747.25,32748.5,32749.21,32735.78
32735.8,32736,32735,32735.5,32736,32736.5,32736,32733.5,32734.75,32736,32736,32736.25,32736.25,32736,32737.25,32737,32737,32737.5,32737.25,32738,32738,32738.25,32737.75,32737.5,32738.5,32735.78,32722.24
32718.5,32722.3,32723.5,32721,32720.8,32721.25,32724.75,32723.25,32724.5,32724.25,32724.25,32723.5,32721.5,32722.25,32722,32722.5,32722.75,32723.25,32723.25,32723,32723,32723.25,32725,32725.5,32726.5,32722.24,32703.6
32703,32704.3,32704.3,32701.3,32706.3,32704.25,32704,32703,32703,32702.25,32702,32703.5,32703.5,32704.75,32704.5,32704,32704,32704.5,32704.75,32704.25,32705,32705,32706.25,32706,32708,32703.6,32702.17
32701.3,32702.5,32704.3,32700.8,32709,32700.75,32701,32702,32700.25,32700.25,32700.25,32700.25,32701.5,32701.25,32700.75,32700.75,32700.5,32702,32702.75,32704.25,32703.75,32704,32705,32705,32704.5,32702.17,32695.01
32693.5,32693.5,32693.5,32696.3,32695.3,32694.5,32695,32694.25,32694.75,32697,32696.5,32697.25,32697.25,32696.5,32696,32696.25,32697.25,32697.75,32699.5,32699.75,32701.25,32700.5,32700,32700,32700,32695.01,32709.4
32710.8,32709.5,32709.3,32708.8,32708.8,32710.5,32710,32708.75,32709,32709,32709,32708.75,32708.25,32708.5,32708.5,32708,32708.5,32709.25,32708.5,32709.75,32709.25,32708.75,32708.5,32708.75,32710,32709.4,32708.55
32708.5,32708.5,32708,32706.5,32709,32712.75,32708.75,32708.5,32707.25,32707.5,32707.75,32708.5,32708.5,32708.25,32709,32709,32708.25,32708.5,32708.5,32708.5,32708.5,32708.75,32708.75,32708.75,32710.5,32708.55,32706.92
32706.8,32707.3,32707,32706.8,32705.5,32708.5,32707.25,32707,32706.5,32706.75,32706.75,32706.75,32706.75,32706.25,32706,32706,32706.25,32706.5,32706.75,32707.5,32707.5,32707.25,32707.5,32707.5,32707.5,32706.92,32705.27
32705.3,32705,32705,32704.8,32704.3,32707.25,32706.25,32705.75,32705,32704.75,32705,32705,32704.75,32705,32704,32704,32704,32704,32705.5,32705.75,32706.75,32707.25,32707.25,32707.25,32707.75,32705.27,32708.87
32711.3,32711.3,32709,32707,32708.8,32711.25,32709,32706.75,32706.75,32707.25,32707.25,32707.25,32707,32707.75,32708.5,32707.5,32708.5,32708.5,32708.25,32708,32708.5,32708.25,32708.75,32709,32708.75,32708.87,32735.49
32734.8,32733.5,32734.5,32737.3,32734.8,32734.75,32733.5,32735,32737.5,32737.5,32737,32737.25,32737.25,32737.5,32737.25,32737.25,32737,32736.25,32736.25,32736.75,32736.5,32737.25,32737.75,32737.5,32738.25,32735.49,32749.74
32750.5,32748.8,32749,32750.8,32747.8,32750.5,32749,32749,32749.5,32750.75,32750.75,32751,32750.75,32751.25,32751.5,32751.75,32751.25,32751.25,32751,32751,32751.75,32750.5,32748,32748,32747.25,32749.74,32756.4
32754.8,32754.3,32754.3,32756.8,32758.5,32756.75,32755,32757.25,32757.75,32757.75,32757.75,32758,32758,32758.25,32759.5,32758.5,32758.5,32759,32758.75,32758.75,32758.75,32758.75,32758.75,32758.5,32759.25,32756.4,32773.95
32773.3,32773.3,32773.3,32775.3,32775,32772.75,32773.25,32771.5,32771.75,32775.75,32776,32775.5,32775.5,32775.5,32775.75,32775,32775.25,32775.75,32775.75,32776.5,32776.25,32776.5,32776.25,32776.25,32776,32773.95,32777.82
32778.5,32776.8,32778.3,32777,32776.8,32778.5,32778,32778,32777.75,32778.5,32777.25,32778.25,32779.25,32779.5,32779,32779.25,32779.25,32778.5,32779.5,32779.5,32779.75,32780,32780.5,32781.25,32781.25,32777.82,32763.56
32761,32761,32761,32766.3,32766.8,32763.75,32761.5,32764,32764.25,32764.25,32764.5,32764.5,32765.5,32766.25,32766.25,32766.5,32767,32767.25,32768,32768,32768,32767.25,32767.75,32767.75,32766.5,32763.56,32779.41
32777.3,32776.5,32776.5,32780.8,32780.5,32778.75,32778.75,32781,32781,32780.75,32781.25,32781.25,32782.75,32783,32783.5,32783.25,32782.75,32782,32781.75,32782,32782.25,32781.5,32781,32780.5,32778.75,32779.41,32764.86
32761.5,32761,32761,32767.5,32766.3,32765.25,32765.25,32766.5,32767.25,32766.5,32766.5,32766.5,32767,32769,32769,32768.5,32768.5,32769,32768.75,32769,32769.5,32769.75,32771,32771.25,32771.25,32764.86,32755.16
32755.8,32754,32754.5,32754,32757,32755.75,32754.25,32753.5,32753.75,32753.75,32756.25,32756.75,32756.25,32756.25,32756.25,32756,32757,32757.25,32756.25,32756,32755.75,32755.75,32754.5,32755.25,32756.5,32755.16,32747.91
32746,32746.8,32746.8,32751,32749.5,32748,32746.75,32746.75,32748.5,32748,32748,32748.25,32747.75,32749,32749.25,32749,32748.5,32748.75,32749.25,32749.75,32749.75,32750.25,32750.25,32750.25,32750,32747.91,32728.69
32730,32730,32728.3,32728.8,32727.5,32727.5,32729.5,32727.25,32728,32729,32729,32728.5,32728.25,32728.5,32729,32728.75,32728.25,32728.5,32728.5,32728.5,32728.75,32728,32728.5,32729.25,32729.25,32728.69,32730.5
32733.5,32730.3,32730.8,32729.8,32730.3,32732,32730,32729.75,32728.5,32729.25,32729.75,32729.75,32730,32730.5,32730,32730.25,32730,32730,32730.25,32730.5,32730.75,32730.25,32729,32729.75,32729.75,32730.5,32728.46
32728,32727.5,32727,32727.5,32727.3,32729,32729.25,32731,32731,32729.75,32729,32729,32729,32728.5,32728.5,32728.25,32728.25,32728.75,32728.75,32728,32728.75,32727.5,32727.5,32727.5,32727.75,32728.46,32737.75
32738.8,32738.8,32736.8,32739.3,32736.3,32735,32736.75,32737.5,32737.75,32737.75,32739,32739,32739,32738.5,32738.25,32738.25,32738.5,32738.25,32738,32738,32739.5,32739.5,32739.25,32739.25,32738.75,32737.75,32720.59
32720,32720,32718.8,32723,32724.8,32717.5,32719.5,32718.75,32719.75,32721,32721,32721.25,32721.5,32721,32721.75,32721.25,32721.25,32721.25,32722.5,32722.5,32722.5,32722.5,32722,32722,32722.25,32720.59,32714.53
32713.5,32715.5,32715.5,32716.5,32712.5,32714.5,32715.5,32715.5,32715.25,32713.75,32713.25,32713.25,32713.25,32714.25,32713.5,32713.5,32713.75,32713.5,32713.5,32712.75,32712.75,32711.5,32711.75,32712,32712.5,32714.53,32704.91
32704.5,32704.5,32704.5,32707.8,32706.3,32702.5,32704.25,32704,32704.5,32704.75,32705.25,32705.25,32705,32705,32705,32705.25,32704,32704,32703.5,32703.25,32703.25,32703.25,32703.25,32703.5,32703.5,32704.91,32718.97
32720,32719.8,32717.5,32718.3,32723.3,32718.25,32719.75,32717.5,32716.25,32716.75,32718,32718,32718.5,32719.5,32720.25,32719.5,32719.25,32719,32719.25,32719.25,32719.75,32719.75,32720.5,32720.75,32721.5,32718.97,32718.66
32718,32718,32719,32719.3,32721.3,32717.75,32717.75,32718.5,32718,32718.5,32719.25,32717.25,32718.25,32718.25,32718.5,32718.25,32718,32718,32718.5,32718.5,32718.5,32719.25,32719.25,32719,32719.25,32718.66,32731.45
32732.5,32729.8,32731.3,32731.8,32731.8,32732,32731.75,32730,32730.75,32731.75,32731.75,32730.75,32731,32730.25,32730.25,32730.25,32730.25,32730.25,32730,32729.75,32729.75,32730.5,32730.5,32730.75,32730.25,32731.45,32705.17
32705.3,32703,32704.3,32706.8,32704.5,32705.25,32704.75,32705.5,32705.25,32707.25,32707,32707,32705.5,32705.5,32705.75,32705.5,32706,32706.5,32706.5,32706.5,32706.5,32706.25,32704.75,32705,32706.75,32705.17,32696.97
32696,32695.8,32696.3,32697.3,32697.8,32697,32696.5,32696.75,32697.25,32699,32697.25,32697.75,32698.5,32698.75,32698.75,32698.75,32698.75,32699,32699,32698,32698,32698,32697.5,32697.75,32697.75,32696.97,32698.82
32699,32698.3,32697.8,32697.5,32698.3,32699.25,32700.5,32698.75,32698.5,32698.75,32698.75,32700.5,32700.25,32700,32699.5,32699,32699,32699,32699.75,32700,32700,32700,32699.75,32699.25,32699.25,32698.82,32696.37
32698.3,32697.5,32698.3,32695.3,32694.3,32695.5,32697.25,32697,32696.25,32695.5,32695.25,32694.75,32695.75,32696.25,32696.75,32696.75,32696.5,32696.5,32696.5,32696.75,32697.25,32697.25,32698,32698.5,32698,32696.37,32701.07
32699,32701.3,32699.3,32701,32701.3,32700.25,32702,32701.5,32702.75,32701.75,32701.5,32701.75,32702.25,32702.25,32702.25,32702.25,32702.25,32702.25,32701.75,32702,32702,32701.5,32702,32702,32702,32701.07,32701.76
32702.8,32702,32702,32701.5,32703,32702,32701,32701.75,32700.75,32701.5,32701.25,32701.25,32701.25,32701.5,32702,32702,32702,32701,32701,32701,32700.5,32701,32700.75,32700.5,32700.25,32701.76,32689.54
32688.5,32688.5,32690.3,32690.5,32692.3,32688.5,32687.75,32688,32687.75,32688.25,32690.5,32690.75,32690.75,32690.75,32690.75,32690.5,32691.5,32691.5,32691.75,32692.25,32690.75,32690.75,32689.5,32689.75,32690.75,32689.54,32688
32687.8,32687.8,32686.8,32688,32689.3,32687.75,32688,32687.75,32687.5,32688,32688,32687.5,32689,32689,32689,32689,32689,32689.25,32688.75,32688.5,32687.5,32688,32687.5,32687.75,32687.75,32688,32697.49
32698,32697,32696.3,32698.8,32698.8,32696,32697,32696.5,32696.25,32697.5,32698.75,32698.5,32698,32697.75,32698.75,32698.75,32698.75,32698.5,32699,32697.5,32697,32697.5,32697.5,32697.5,32697.5,32697.49,32686.25
32685.8,32686.5,32686.8,32686.3,32685.8,32685.75,32685.75,32685.75,32685.5,32685.75,32686,32687.5,32688.25,32688.25,32688.25,32688.25,32687,32687,32687.25,32686.75,32687.25,32686.75,32686.25,32686.75,32686.75,32686.25,32688.43
32689,32687.8,32688.5,32688.5,32688,32687.5,32688,32688.5,32689,32690,32689,32689,32689,32688.75,32689,32689,32690.25,32689.75,32688.75,32688,32688.25,32687.75,32687.75,32687.75,32688,32688.43,32705.47
32706,32705.8,32705.8,32707,32705.3,32705,32705.75,32705.75,32705.5,32705.5,32704.25,32704.25,32704.25,32704.25,32705.5,32705.5,32706.75,32707.75,32707.75,32707.75,32708,32707.25,32707.25,32707.25,32706.75,32705.47,32711.44
32712.3,32712,32712,32712,32711.3,32711.5,32712,32709.75,32710.25,32709.75,32710.5,32710.5,32710.5,32709.5,32709.25,32709.25,32709.75,32709.25,32709.25,32708.5,32708,32707.5,32708.25,32707.25,32707.25,32711.44,32715.27
32713.5,32715.3,32714.8,32716.5,32714.3,32715.25,32716,32715.75,32715.75,32716,32716.25,32716,32715,32714.75,32714.75,32715,32714.25,32713.5,32713.25,32712,32713,32713,32713.25,32712.5,32712.75,32715.27,32698.84
32699.3,32697.8,32698,32700,32702,32699.25,32697.75,32697.75,32697.75,32699,32698.25,32698.25,32698.25,32698.25,32698,32699.25,32699.25,32700,32700.25,32700,32700,32700.25,32701,32701,32701.5,32698.84,32693.27
32693,32693.3,32693.3,32691.3,32693,32691.75,32692.75,32692.75,32695,32694.25,32694.75,32694.5,32694.5,32694.25,32694.25,32693.5,32694,32694.25,32693.5,32693.5,32693,32693.75,32693.5,32694.75,32694.75,32693.27,32696.27
32695.8,32694.5,32694.3,32697.8,32698.3,32694.5,32694.5,32697,32697,32699,32698,32698,32698,32698.5,32698.75,32699.25,32700.25,32699.75,32699.25,32700.75,32700.25,32700.5,32701,32701.75,32701.75,32696.27,32701.24
32700.5,32700.5,32701.3,32701.3,32702.8,32700.25,32700.25,32701,32702,32701.25,32701.75,32701.75,32701.75,32702.25,32702.25,32701.75,32702.25,32703.25,32703.25,32703,32704,32703.75,32704,32703.25,32702.75,32701.24,32706.29
32706,32705.8,32705.5,32707.3,32708,32702,32705.75,32705.5,32707.25,32707.5,32707.25,32707.5,32708,32707.75,32707.5,32707.75,32707.75,32707.75,32708.5,32709.25,32709.25,32709.5,32709.75,32710,32709.5,32706.29,32694.94
32696,32695.3,32693,32695,32694.3,32694.25,32694.5,32695,32695.5,32695.5,32696,32695.75,32695.5,32697,32697,32697,32697,32697,32697.25,32697.5,32697.5,32697.5,32697.5,32697.75,32697.75,32694.94,32696.02
32698.8,32694.3,32693.5,32695,32694.3,32698.75,32696,32696.75,32697,32697.5,32696,32696,32696.5,32697.25,32697.25,32697.25,32697.5,32698.25,32698.25,32697,32697,32697.25,32697.25,32697,32698,32696.02,32695.14
32695.5,32694.8,32693.3,32695,32696,32695.5,32696.5,32696.25,32694.75,32694.25,32694.5,32695,32695.5,32694.5,32694.25,32694.5,32694.5,32695.75,32695.75,32695.5,32696.5,32696.25,32696.75,32696.75,32696.75,32695.14,32695.55
32696.3,32695.8,32693.8,32694.8,32695.8,32696,32695.75,32696.25,32695.75,32695.25,32695.25,32695.75,32696.25,32696.25,32696,32695.5,32694.5,32695.25,32695,32696.25,32696.25,32696.25,32696.25,32696.5,32696.25,32695.55,32706.41
32707.5,32705.5,32705.8,32705.5,32710.8,32704.5,32706.75,32706.25,32706.25,32706.75,32705.5,32706,32706,32707,32707.5,32707.5,32707.25,32706.75,32708.5,32708.5,32708.5,32709.5,32709.75,32709.75,32710.75,32706.41,32707.54
32707.8,32707,32704.3,32707,32710.5,32707.75,32707.75,32707.75,32707.5,32707,32707.5,32707.5,32708.25,32708.25,32708,32708,32708.75,32708.75,32708.75,32709.25,32709.25,32709.25,32709.25,32709.75,32710.25,32707.54,32716.82
32718.8,32718.8,32716.8,32715.3,32715.5,32718,32718.25,32717.5,32715.5,32715.5,32715.25,32716,32716,32715.75,32715.75,32715.5,32716.25,32716.25,32716.25,32716.5,32716.5,32716.25,32716.25,32716.25,32716.25,32716.82,32711.86
32712,32712.5,32712.8,32710.5,32710,32713.5,32712.5,32711.5,32711.5,32711.75,32712,32710.75,32711.25,32710.75,32710.5,32710.25,32710.25,32710.5,32710.25,32711.5,32712.25,32712.5,32712.5,32712.75,32713,32711.86,32712.82
32712.8,32712,32712,32713.3,32711.8,32713,32714.25,32714,32712.25,32714,32714.25,32714.25,32712.5,32712.5,32712.75,32713,32713,32713,32713.5,32713.25,32713,32712.75,32713.25,32713.25,32713.25,32712.82,32716.51
32716.8,32715.3,32715,32716,32717,32717.75,32718,32717.5,32716.5,32717,32716.5,32716,32716.25,32716.75,32716.5,32717,32716,32716.25,32716.25,32717,32717.5,32718.25,32718.25,32718.25,32718.25,32716.51,32718.76
32720,32718.8,32719.3,32715.5,32719,32720.5,32720.25,32719.25,32719,32718.25,32718.5,32716.5,32716.75,32717,32717.5,32717.25,32717.25,32717.75,32717.5,32718,32717.5,32717.25,32717.5,32718.25,32718.25,32718.76,32723.27
32721.8,32721.3,32720.8,32724,32722.5,32723,32722.25,32724.5,32724.25,32725.5,32726.5,32726.25,32726.25,32725,32725,32725,32725,32725,32725.25,32726.25,32726.25,32726.5,32726.75,32727.75,32727.5,32723.27,32725.26
32724,32724,32725.5,32727.3,32723.5,32724.75,32725.75,32726.25,32726.25,32726.75,32726,32726.5,32725.5,32725.5,32723.75,32724.5,32724.25,32724.75,32723.5,32723.75,32724,32724,32725.25,32726,32726,32725.26,32727.87
32728.8,32728.8,32726.8,32726.8,32729.5,32727,32728.75,32727.25,32727.25,32727.5,32727.25,32727.75,32727.75,32727.75,32727.75,32728.5,32728.5,32729,32728.75,32728.5,32729,32728.75,32728,32727.5,32727.5,32727.87,32716.27
