"1,000","3,000","10,000","30,000","100,000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
32495.3,32495.5,32495.5,32495.3,32496.5,32496.25,32495.5,32495.25,32495,32495,32495.25,32496,32496,32495.75,32497,32497.5,32498.5,32499.25,32499.25,32499.25,32499.5,32499.75,32499.75,32498.25,32498,32495.61,32498.36
32498.3,32497.5,32497.5,32498.5,32501.5,32498.25,32498.5,32497.5,32497,32497,32498.25,32498.25,32498.25,32498.5,32499.75,32499.75,32499.75,32499.75,32499.75,32499.25,32499.5,32500,32500.25,32499.25,32498.5,32498.36,32484.54
32484.5,32485.5,32484.3,32484.3,32482.5,32483.75,32484.5,32484.75,32485.75,32485.5,32484.75,32485.5,32485.5,32485.5,32485.25,32485.5,32486.75,32487.25,32487.25,32487.75,32487.5,32486.75,32487,32486.5,32486,32484.54,32484.79
32484,32484.3,32486.5,32485.8,32485,32484,32483.25,32484.5,32484.75,32485,32484.75,32485,32485.5,32486,32485.75,32485.75,32486,32486.25,32486,32486,32486.5,32486.25,32485.5,32485.25,32485,32484.79,32481.34
32481.3,32481.5,32482.3,32482.5,32482.3,32480,32479.75,32479.75,32480.25,32481.5,32481.5,32481.75,32482,32481.75,32481.75,32481.5,32481.25,32481.5,32482.5,32482.75,32482.5,32480.5,32481.25,32481.25,32481,32481.34,32485.12
32485.3,32484.5,32485.8,32484,32482.8,32485.75,32486.25,32487,32485.75,32485,32484.5,32486,32486.5,32486.5,32487.5,32487.5,32487.5,32487.75,32488,32488.5,32488,32488,32488.5,32488.25,32488.75,32485.12,32486.27
32484.8,32486.5,32486.8,32485.3,32489.3,32484.75,32486.5,32486.75,32486.75,32486.25,32485.75,32485.75,32486.25,32486.5,32486.5,32487,32487,32486.5,32486.25,32486,32488,32487.75,32485.5,32485.75,32485.25,32486.27,32489.24
32492,32489.5,32487.8,32489.3,32491.3,32489.5,32489,32488.5,32487.5,32487.5,32487.5,32488.75,32489,32488.75,32489.25,32489.25,32489.5,32489.5,32490,32490.5,32491,32490.5,32490,32490,32490,32489.24,32510.73
32508.5,32510,32510,32513.5,32514.5,32509.25,32510.25,32510.5,32510,32510.25,32510.25,32511,32511,32511.5,32511.5,32511.75,32511.25,32510.75,32511.25,32511.25,32511.25,32511.75,32511.5,32511.75,32511.75,32510.73,32510.92
32509.3,32510.3,32509.3,32511,32515.8,32509.75,32511,32511.5,32511,32511,32511.25,32511.25,32510.5,32510.5,32510.75,32510.75,32510.75,32511.5,32511.5,32511.5,32511.5,32511.25,32510.75,32510.75,32511,32510.92,32514.4
32515,32513.8,32514.8,32513.3,32515.8,32515.5,32516,32514.5,32513.25,32512.75,32512.75,32513.25,32513.75,32513.75,32514,32513.75,32513.5,32513.5,32514,32514,32514,32513.75,32513.75,32512,32512,32514.4,32527.56
32526.5,32526.5,32526.5,32528.5,32532.3,32528.25,32527.25,32528,32528,32527.5,32526,32525.75,32525.75,32526.25,32526.25,32526.25,32526.25,32526.5,32527.5,32527.75,32527.5,32528,32527.5,32528,32528,32527.56,32529.64
32528.5,32527.8,32527.8,32530,32535,32528.75,32530.75,32530.5,32530,32528.75,32528.75,32528,32529,32528.75,32529.25,32529.5,32530,32529.75,32531,32531,32530.75,32531,32530.75,32531.5,32531.5,32529.64,32530.77
32528.8,32527.8,32527,32531.3,32535.5,32530.25,32532.25,32532,32531.75,32531.25,32531.5,32531.5,32531.5,32531,32531.25,32531.5,32531.5,32532,32531.25,32531,32531,32531.5,32531.75,32532,32532,32530.77,32527.73
32527,32527,32527,32530,32530.5,32526.25,32525.75,32527.5,32528,32527.75,32528.5,32528,32527.25,32527.25,32526.75,32526.75,32527,32527,32527.25,32527.75,32527.5,32527.75,32527.25,32527,32527,32527.73,32530.19
32530.8,32528.5,32527,32530.5,32530.8,32530.5,32528.5,32530,32531.75,32532.5,32532.25,32531.25,32531.25,32531,32530.5,32530.25,32530.25,32530.75,32531,32531.75,32531.75,32530.75,32530.75,32531.75,32531.75,32530.19,32530.54
32531,32528.3,32528.3,32532,32533,32531,32529.25,32530.75,32530.75,32530.75,32530.75,32531,32531,32530.75,32530.75,32530.75,32530.25,32530.75,32530,32531,32530.75,32530.75,32531.25,32531.5,32531.5,32530.54,32540.05
32540.3,32541.3,32542.3,32539.5,32537.8,32543.5,32540.25,32541,32540,32538.5,32538,32537.25,32537.5,32537.25,32538.5,32539.25,32539.25,32539.25,32539.25,32539.25,32538.75,32538.75,32539.25,32540,32539.5,32540.05,32540.4
32540.3,32540.3,32541.8,32543.3,32542.3,32537.5,32539.5,32540,32539.75,32539.75,32539,32540,32540.25,32540.5,32540.5,32539.75,32539.25,32539.25,32539.25,32538.75,32538.75,32538.5,32537.25,32536.25,32535.5,32540.4,32530.72
32532,32530.3,32531.8,32531.5,32531.8,32531.75,32529.5,32529.25,32528.75,32529.25,32529.25,32530.5,32530.5,32531.75,32531.75,32532.25,32532.25,32531.5,32531.25,32531.75,32531,32530.75,32530,32531.5,32531.75,32530.72,32532.87
32533,32533.3,32532.8,32534.3,32533.3,32532.75,32532,32531.75,32531.75,32531.75,32531.75,32533,32533.75,32533.25,32533.25,32533,32533,32533.5,32532.75,32533.5,32533.75,32534.75,32534.5,32533.25,32533,32532.87,32524.17
32523.8,32524.3,32524.8,32524.5,32525.3,32523.25,32523,32522.25,32524.25,32524.25,32524.5,32524,32524,32524.25,32524.25,32524.25,32524.25,32524.25,32525.25,32525,32525,32524.25,32524.25,32524.5,32523.5,32524.17,32531.96
32535.3,32532,32532.5,32534.3,32532.5,32532.25,32531,32532,32530,32530,32530,32530,32529.75,32529.75,32530,32530,32530.75,32530.75,32530.25,32530.25,32530.75,32530.75,32531.75,32533.25,32533.25,32531.96,32533.98
32533.5,32534.5,32534.3,32536.5,32533,32533.5,32534.5,32534.25,32534.5,32534.5,32532.75,32532.75,32532.75,32532.75,32532.75,32532.75,32533.5,32534.5,32536.5,32534.75,32535.25,32534.5,32534.5,32534.5,32534.25,32533.98,32544.24
32543.8,32542.5,32545.5,32545.3,32545.8,32544.75,32543.75,32544.25,32544.5,32543.75,32543.75,32543.25,32542.75,32542.75,32542.5,32543,32543.25,32542.75,32543,32544,32544.25,32544.25,32543.75,32543.75,32543.75,32544.24,32544.24
32543.3,32542.5,32543.5,32545.3,32545.3,32544.25,32544.75,32544.75,32544.75,32545,32544,32544.75,32544.75,32544.75,32544.75,32544.25,32544.25,32544,32545,32545,32545.25,32544.75,32545.75,32545.75,32546,32544.24,32541.66
32540,32540,32540,32543.8,32545.8,32541,32540.75,32541.75,32541.5,32542,32543,32541.25,32540.75,32540.75,32541.5,32541.75,32541.75,32541.75,32541.25,32541.25,32541.25,32541.75,32541.25,32541,32540.25,32541.66,32539.59
32539,32538.8,32539.3,32537.5,32536.3,32540.25,32539.75,32542,32542.25,32541.75,32542,32542.25,32540.75,32538.75,32539,32539,32538.75,32539,32539.25,32539.75,32539,32538.75,32538.5,32538.25,32537.75,32539.59,32552.84
32549.8,32552,32553.5,32555.8,32553.3,32551.25,32553,32552,32553.5,32552.75,32552.75,32553,32553.5,32553.25,32553.25,32553.5,32553.25,32553,32553,32553,32553,32553,32553.75,32553.75,32553.5,32552.84,32554.94
32553.8,32553.5,32555.5,32558.3,32555,32555.25,32555.5,32555.5,32554,32553.75,32554.25,32554.25,32554.25,32554.5,32554.25,32554.75,32554.75,32554,32554.75,32554.75,32555.75,32555.75,32555.5,32554.75,32554.75,32554.94,32556.4
32556.8,32556.3,32555,32557.8,32553.3,32556.5,32556.25,32556.75,32558,32557.25,32557.5,32556.25,32556.5,32556.25,32556.25,32556,32556,32556.5,32556.5,32555.75,32556.25,32556.25,32556.25,32556.25,32556,32556.4,32555.72
32553.8,32553.8,32555.8,32556,32555,32557.25,32556.75,32555.75,32556,32556.25,32556.75,32556.5,32556,32555.75,32556,32556,32555.25,32555.5,32554.75,32555,32555,32555.75,32555.75,32555.25,32555,32555.72,32562.71
32562,32562.5,32563.3,32565.5,32560.8,32563.25,32563,32563.25,32562.5,32563,32562,32562.25,32562.25,32562.25,32562.75,32562.75,32562.25,32562.5,32562.5,32562.75,32562.5,32562.5,32562.5,32562.5,32562.75,32562.71,32560.72
32558.5,32559.8,32559.8,32561.3,32561.3,32561.5,32562.5,32560.25,32560.75,32560.75,32560.75,32561,32561,32562.5,32562.25,32562.25,32562.25,32562.75,32562.5,32562.25,32562.25,32562.25,32562.25,32562.25,32562,32560.72,32558.39
32556.8,32557.3,32559,32558,32559.5,32557.25,32557.75,32559.75,32559.5,32559.5,32559.25,32559.5,32559.5,32559.25,32559.25,32560.5,32560,32560,32560.5,32561,32561,32561,32559.25,32559.25,32559.25,32558.39,32560.99
32561.3,32561,32559.5,32559.5,32559.8,32562.5,32562,32562.5,32561.25,32561.25,32561,32561.5,32562,32561.25,32561.5,32560.75,32560.75,32561.25,32561.25,32561.25,32558.75,32558.5,32558.5,32558.5,32558.75,32560.99,32570
32566.5,32566.5,32571.5,32571.5,32576.5,32567.25,32571.25,32568.75,32568.25,32568.5,32569.5,32569.5,32571.25,32570.75,32570.75,32570.5,32571,32571,32571.25,32571,32570.75,32570.75,32571,32571.25,32570.25,32570,32568.95
32568.3,32567.3,32567.8,32572.3,32568.3,32568.25,32568,32569.5,32570,32570,32570,32569.75,32569.25,32568.75,32568.75,32569.25,32569,32568.5,32568.25,32568,32568.25,32568.5,32568,32568,32567.75,32568.95,32573.94
32573.3,32572.5,32572.5,32574.8,32573.8,32573.25,32572.75,32574,32573.75,32574.25,32576.75,32576.5,32576,32575.25,32575.5,32575.5,32575.5,32575.5,32575.5,32575.75,32574.75,32575,32576,32576.25,32576.25,32573.94,32572.56
32572.8,32571.5,32575,32575.5,32574.5,32567.5,32571.5,32571.75,32571.25,32571.5,32573.25,32572.75,32572.75,32572.75,32572.75,32572,32572.5,32572,32572,32571.5,32571.5,32571.5,32571.5,32571.25,32570.25,32572.56,32563.97
32561.3,32562.8,32561.8,32566.3,32564.5,32562.5,32563,32564,32564.75,32566.5,32566.5,32566.75,32566.25,32566.25,32566,32566,32565.5,32565.5,32565.5,32567.25,32567,32567,32567.5,32567.75,32566.75,32563.97,32558.97
32557,32557.3,32557.3,32561.3,32562,32558.5,32558.25,32558,32558.25,32559.75,32560.25,32560.25,32559.5,32559.25,32559.75,32559.75,32559.5,32559.75,32560,32560,32559.75,32559.75,32559.5,32559.5,32560.25,32558.97,32543.09
32540.8,32539.5,32542.8,32546,32542.3,32540.75,32542.5,32542.75,32545,32545.5,32545.75,32545.75,32545.5,32545.75,32546,32545.5,32546.25,32546.25,32547.25,32547.5,32547.5,32548,32548.25,32549.25,32549.25,32543.09,32541.95
32538.5,32541.5,32541.5,32547,32544.5,32538.5,32540.5,32541.25,32541.25,32541,32542.75,32543.5,32543.5,32543.5,32542.5,32542.5,32544.75,32544.75,32544.5,32544.25,32544.25,32545.5,32545.5,32546,32547.25,32541.95,32545.16
32544.8,32545.5,32546.5,32545.8,32544.5,32544.75,32545.5,32545.5,32544.25,32545.25,32545,32545,32545,32544,32544.25,32544.25,32544.25,32545,32545,32545,32545.25,32545.75,32548,32548,32548,32545.16,32547.97
32547.5,32547.3,32546.8,32548.8,32546.8,32548.75,32547.75,32549,32548.75,32548.75,32549.25,32548.75,32548,32548.5,32548.75,32549,32549.25,32551.25,32551,32551.25,32550.75,32551.5,32551.5,32550.75,32551,32547.97,32545.97
32543.3,32546.3,32547.3,32548,32546.3,32544,32545.75,32546.25,32546.5,32546,32545.75,32546.25,32546.5,32546.5,32546.5,32546.25,32546.25,32546.25,32546.5,32545.5,32546,32548.5,32548.5,32547.75,32550,32545.97,32544.8
32544.8,32545,32545.8,32545.8,32544.3,32541.75,32544.25,32544,32544.75,32545.75,32546,32545.5,32545.5,32545.75,32545.5,32545.5,32545.75,32545.75,32548.25,32548.5,32548.5,32548.5,32549.75,32549.75,32549.25,32544.8,32546.3
32546.8,32545.8,32545.8,32546.8,32545.8,32545.75,32545.75,32545.5,32546.25,32547.75,32547.25,32547,32547,32547,32546.5,32546.75,32546.75,32546.25,32549.25,32548.75,32549.5,32550,32550,32549.5,32550,32546.3,32545.87
32546.8,32546,32546,32545.8,32544.3,32545.5,32546,32546.25,32546.25,32545,32545.5,32546.5,32546.5,32546.5,32546.25,32546,32546.25,32546.25,32546,32549,32547.25,32546.75,32547.75,32548,32548,32545.87,32544.75
32545.3,32544.8,32544,32543.3,32544.3,32545.25,32544.75,32545,32545,32544.5,32544.75,32545.5,32546,32546,32545.75,32545.75,32545.5,32545.5,32545.5,32545.5,32543.75,32546.25,32546,32546,32547,32544.75,32543.4
32545.3,32544.5,32542.8,32543.3,32544.3,32540.25,32543.75,32543.75,32542.75,32543,32543.25,32543.5,32543.75,32544,32543.5,32544,32544,32544,32544,32542.75,32543.25,32543,32543,32545.75,32545.75,32543.4,32545.44
32545.3,32545,32545,32545.3,32544.3,32547.25,32546.5,32545.25,32545,32545,32544.75,32545.5,32546,32546,32545.75,32545.75,32545.5,32546,32545.75,32549,32547.5,32547.5,32547.25,32549,32549,32545.44,32536.23
32535.5,32536,32537.5,32536.8,32537.5,32535.5,32535,32535.75,32535.75,32535,32535.75,32536,32537,32537,32538.25,32538,32537.75,32538,32538.5,32538.5,32538.25,32539,32540.25,32540,32540.25,32536.23,32531.49
32529,32532.8,32532.8,32532.8,32529.5,32531.5,32530,32532.25,32532.25,32532.25,32531.75,32532,32532.5,32532.5,32533.75,32533.75,32533.5,32534,32534,32534.5,32534.5,32534.75,32535,32535,32535.5,32531.49,32513.1
32513.3,32512.5,32512.3,32514.3,32514.3,32511.75,32511.5,32512.25,32512.5,32514.25,32513.75,32514.5,32514.75,32514.75,32515.75,32516.25,32519.25,32520,32519.5,32519.25,32520.5,32520.5,32520.25,32520.25,32520.75,32513.1,32507.78
32507,32510.5,32509,32506.5,32504.3,32506.25,32506.25,32509,32509,32509.25,32509.5,32509.5,32509.5,32509.75,32509.75,32511.75,32511.75,32511.25,32512.75,32512.75,32512.5,32512.75,32512.75,32512.75,32512.25,32507.78,32509.82
32508.8,32510.8,32511,32510.3,32510.3,32508.75,32508,32509.25,32510,32510,32509.75,32510.5,32510.5,32511,32511,32512.75,32512.75,32513,32513,32514.25,32514,32513.25,32513.5,32513.25,32513.25,32509.82,32505.19
32502.5,32504.3,32504.3,32505,32506.8,32502.5,32506,32504.75,32505,32506.5,32507.5,32508.5,32508,32508,32507.75,32507.75,32508.25,32509,32509,32509.25,32509.75,32509.5,32509,32509,32509.5,32505.19,32505.47
32504.8,32504,32504.8,32503.3,32506.5,32506.5,32506,32505.5,32506,32506.25,32506,32506.25,32506.75,32506.75,32506.75,32506.75,32506.75,32506.75,32507,32508.75,32509.5,32507.25,32507.75,32508.25,32509.5,32505.47,32504.06
32502.8,32504,32503.5,32502.8,32506,32504.25,32504.75,32504.5,32504.25,32504.25,32503.75,32503.75,32504.5,32505.25,32505.25,32505.25,32506,32506,32506,32506,32508.25,32507.75,32508.75,32508,32508.75,32504.06,32510.44
32512,32509.8,32510.3,32510,32512.3,32512,32509.75,32509.25,32509.25,32509.5,32509.5,32509.25,32509.5,32509.5,32510.5,32510.5,32512,32511.75,32512.5,32512.5,32512.5,32513.5,32513.75,32514.5,32513.75,32510.44,32508.96
32509,32510.3,32511.5,32507.3,32510,32509,32507.5,32508.25,32507.5,32508,32508.5,32508.75,32509,32509.25,32509,32509.75,32510,32509.25,32509.25,32510,32510.75,32511.25,32511.25,32511.5,32511.5,32508.96,32524.66
32526,32526,32524.5,32523.3,32527.8,32525,32524.5,32522.75,32523,32522.5,32523.5,32523.25,32523,32523.25,32523.25,32523,32523,32522.75,32522.5,32522.75,32523.25,32523.25,32522.75,32522.5,32522.5,32524.66,32515.34
32514.8,32515,32515,32514.3,32516.8,32514.25,32514.5,32514.5,32515,32515.75,32516.25,32516.25,32517.5,32518,32518.5,32518.25,32518.25,32518.25,32518.5,32518.5,32519,32519.75,32519.75,32519.25,32519.25,32515.34,32505.82
32504.8,32506.3,32506.8,32506.8,32507,32503.75,32503.5,32504.5,32506,32506.25,32506,32506.75,32507.25,32508.25,32507.75,32507.75,32508,32509.25,32508.75,32508.75,32508.75,32508.75,32510.75,32510.5,32511,32505.82,32498.54
32498,32498.3,32496.8,32498.8,32497.5,32498.25,32498.75,32501,32499.75,32500,32499.75,32500,32499.5,32501.5,32501.75,32501.75,32501.75,32501.75,32502.25,32502,32502,32502.5,32503,32503.25,32503.5,32498.54,32498.42
32498,32497.3,32496.8,32498,32496.8,32498.25,32498.75,32500,32499.75,32499.75,32500,32500.25,32500.5,32501.5,32502,32502,32502.5,32502.5,32502.5,32502.5,32502.5,32503.5,32503.25,32503.5,32503.5,32498.42,32499.86
32500,32500,32497.3,32498,32502,32501.25,32501.5,32500.5,32499.25,32499.25,32499.5,32499.5,32499.75,32500,32501,32501.75,32501.5,32502,32502,32502.5,32503,32503,32502.75,32503.5,32503.5,32499.86,32523.39
32523,32520.3,32521.8,32524,32523,32523.25,32525.5,32523.25,32523.25,32524,32525,32525.25,32524.75,32524.25,32523.5,32523.25,32523.75,32524.75,32524.75,32524.75,32524.5,32525,32525,32524.75,32524.75,32523.39,32521.74
32522.8,32522.5,32520.3,32522.5,32522,32522.25,32521.25,32520.25,32521.5,32521,32521,32521,32521.25,32521.5,32521.25,32521.5,32521.5,32521.5,32520.25,32521,32520.75,32521,32520.25,32522.5,32522.5,32521.74,32520.38
32521.5,32521.5,32520,32521.3,32520.5,32518.5,32520.25,32520,32520.5,32520.5,32520,32520,32519.75,32521.5,32521.5,32521.5,32521.25,32522,32521.75,32521.75,32521.75,32521.5,32523,32522.75,32522.75,32520.38,32517.34
32516.3,32515.8,32514,32518.8,32517.5,32517.25,32517,32518.25,32519.5,32518.75,32518.75,32518.75,32518.5,32518.5,32518.5,32518.75,32519.25,32519.25,32519.25,32519,32518.75,32519.5,32519.5,32519.5,32519.5,32517.34,32501.69
32499.5,32500.3,32501,32502.3,32503.5,32499.75,32501.5,32501.75,32502.5,32503,32503.25,32503.25,32503.25,32504.25,32505,32505,32505,32504.5,32504.75,32505.75,32506,32506.5,32507,32507.25,32507,32501.69,32509.39
32507.8,32509,32507.3,32511.5,32514,32507.75,32507.25,32507.5,32508.5,32509.25,32510.25,32510.25,32510.5,32510.5,32510.75,32510.75,32510.75,32510.75,32511.25,32511.25,32511.75,32512.5,32513,32513,32513,32509.39,32509.11
32507.8,32508,32507.8,32511,32511,32507.75,32508,32509.25,32509.25,32510.25,32510.25,32510.5,32510.25,32510,32510,32510,32509.5,32510.25,32510.25,32510.25,32511,32511.5,32511,32511.75,32511.75,32509.11,32513.02
32513.5,32513.8,32512.3,32514.8,32513,32510.75,32512,32513.25,32512.75,32513.75,32513.5,32513.5,32513.75,32513.5,32513.75,32514,32514.5,32515.25,32515.25,32515.25,32515.5,32515.5,32515.75,32516,32516,32513.02,32507.38
32503.8,32505.5,32505.5,32509,32509,32507,32505.5,32509,32509,32509.5,32509.75,32509.75,32509.75,32508.75,32508.75,32508.5,32508.75,32508.75,32508.75,32509.75,32510,32510,32510.5,32510.75,32510.25,32507.38,32514.56
32513.3,32513.3,32515,32519,32517,32513.25,32513.5,32513,32513.5,32513.25,32513.75,32513.5,32514,32514.25,32514.75,32515,32515,32515.5,32515.5,32515.5,32515.5,32514.75,32514.75,32514.75,32515,32514.56,32517.8
32516.8,32519.3,32516.8,32517.8,32520,32516.75,32518.5,32517.25,32517,32517.25,32517.5,32517,32517.5,32517.5,32517.25,32517.25,32516.75,32516.75,32517,32517,32517.25,32517.25,32517.25,32515.75,32516,32517.8,32531.74
32531.3,32530.5,32530.5,32535.5,32531.8,32531.25,32532,32531.5,32531,32532,32532,32531.5,32531.5,32531.5,32532,32532,32532.25,32532.5,32532.25,32532.25,32532.25,32532.25,32531.75,32531.75,32532,32531.74,32524.34
32523.3,32523.5,32523,32525.5,32526.3,32524.25,32523.5,32524,32523.5,32524.5,32525.5,32525.25,32525,32525,32525,32525.5,32522.75,32522.75,32523.25,32523.25,32523.5,32523.5,32523,32523,32524.5,32524.34,32529.66
32529,32529.8,32527.5,32531,32528.3,32529.25,32530,32531.75,32530.5,32530.5,32530.5,32530.5,32530.75,32532.25,32532.25,32532.25,32531.75,32531.75,32532.75,32533,32533,32533.25,32533.25,32533.25,32533,32529.66,32529.53
32529.8,32528.8,32527.3,32531.3,32528.3,32529.75,32531,32530,32530,32529.5,32529.75,32529.25,32529.25,32529.25,32529.75,32529.75,32529.5,32529,32529.25,32529.75,32530.5,32530.5,32530.5,32530.25,32530.25,32529.53,32531.47
32532.8,32531.8,32530.8,32532,32529.8,32532.25,32531.75,32530.75,32531.25,32531.25,32531.25,32531,32531,32531.75,32532,32532.25,32532.5,32532,32532,32532.75,32532.25,32532,32532.5,32532.25,32532.25,32531.47,32528.45
32524.8,32524.8,32530.3,32530.8,32528.5,32526.25,32529.25,32530,32529.75,32530,32530,32530,32530,32529.75,32529.75,32530,32530.25,32530.25,32530.25,32532,32531.75,32531.5,32532,32532,32532,32528.45,32524.82
32519.8,32524.3,32525.5,32527.5,32527.3,32520.25,32524.25,32525.25,32525.5,32525.75,32526.75,32527,32527,32526.5,32526.5,32526.5,32526.5,32526.75,32527,32527.25,32527.75,32527.75,32525.75,32526.25,32526.25,32524.82,32527.51
32526.5,32527.8,32527.8,32528.5,32527,32526.5,32527,32528,32528.5,32527.75,32528,32527.75,32527.5,32527.5,32527.75,32527.75,32527.75,32528.5,32529.25,32529.25,32529.25,32528.75,32526.75,32526.75,32527,32527.51,32529.69
32531,32529.5,32528.8,32530.8,32529.5,32529,32529.5,32528.75,32529,32529.75,32530,32529.5,32529.75,32530,32530.75,32531,32530.75,32531,32531.25,32531.25,32531.5,32531.25,32531.25,32531.25,32531.25,32529.69,32524.62
32522.3,32522,32524.5,32527.3,32527.3,32522.25,32523.5,32524.25,32524.5,32525.5,32526.5,32526,32526,32526,32526.25,32526,32526.25,32526.5,32526.5,32527,32527.5,32525.75,32525.75,32526,32526,32524.62,32529.04
32530,32528,32528.8,32531,32528.8,32529.75,32528,32528,32528.75,32529.25,32528.75,32528.5,32528.5,32529,32529,32528.25,32529,32529.25,32529,32529,32529.5,32529.5,32529.75,32528.75,32527.25,32529.04,32536.59
32536.3,32535.8,32535.5,32538.5,32538.3,32536,32535.75,32536.25,32536.75,32537,32536.75,32536.25,32536.25,32536.25,32536,32538,32538,32538,32538.25,32538.25,32538.25,32538.25,32537.25,32537.25,32537.25,32536.59,32528.23
32526.5,32529,32529.5,32528.5,32528,32526.5,32526.5,32528.25,32528.75,32528.75,32529.5,32529.5,32529.5,32530.25,32530.25,32530.25,32531.25,32531.5,32531.75,32532,32532.25,32533,32533,32533,32533,32528.23,32518.76
32519.3,32519.5,32518,32518.8,32517,32519.5,32519.5,32518,32518.25,32519,32519,32519.25,32518.75,32518.75,32519.25,32520,32520,32521,32521,32521.25,32521.75,32521.75,32522.25,32521.75,32521.75,32518.76,32521.31
32522.5,32520.8,32520.5,32519.8,32520.5,32522.25,32521.75,32521.25,32521.75,32521.75,32521.75,32521.25,32521.5,32520.75,32521.25,32522,32521.75,32522.75,32522.75,32522.5,32522.5,32523,32523.75,32523.75,32524.25,32521.31,32521.61
32521.8,32521.5,32522,32520.5,32519.8,32521.75,32521.75,32522,32522,32522,32522.25,32522.5,32522.75,32523,32524,32524.25,32524.75,32525,32525,32525,32525.25,32525.25,32525.25,32524.5,32524.75,32521.61,32513.39
32513.5,32513.8,32512.8,32514.5,32515.5,32511.5,32512.5,32512.5,32512.75,32512.75,32513,32514,32514,32513.25,32513.25,32513.25,32513,32513,32512.75,32512.5,32512.5,32512,32511.75,32512,32511.5,32513.39,32510.94
32509.5,32509.5,32509.3,32511.8,32513.8,32510,32510.25,32511.5,32511.25,32511.5,32511.5,32512,32512.5,32512.25,32512.5,32513,32512.75,32513.25,32513.5,32514.25,32514.25,32514,32514.25,32513.75,32514,32510.94,32501.47
32500.3,32500.3,32500.3,32503,32503,32500,32499.5,32501.5,32502.5,32502.5,32503,32503,32502.75,32502.75,32502.75,32502.75,32502.75,32502.75,32503.25,32503.75,32503.75,32502.25,32502,32502.75,32502.5,32501.47,32497.76
32496,32496.5,32497.5,32497.5,32499.3,32500,32499.75,32497.5,32496.75,32497.5,32497.5,32496.75,32496.75,32498.25,32499,32499.5,32499.5,32500.25,32500,32500.25,32500.5,32500.5,32500.5,32500,32501.5,32497.76,32505.34
32507.3,32505.5,32505,32504.8,32503,32506.5,32505.5,32505,32505,32505.5,32505.25,32505.75,32505.5,32506,32505.5,32506.25,32505.5,32505.5,32505.75,32506.75,32506.75,32506.75,32506.75,32507,32507,32505.34,32511.12
32511.5,32509.8,32509.5,32512.3,32513.8,32510.75,32509,32509.5,32510,32511.25,32512,32512,32512.5,32512.5,32512.5,32512.5,32512.75,32512.5,32513.25,32515,32515.25,32514.75,32514.25,32514,32514.5,32511.12,32507.06
32506.3,32506.5,32506.5,32507.8,32511,32506.25,32506.5,32506.75,32506.25,32507.25,32506.75,32506.75,32506.75,32507.25,32507.5,32508,32509.5,32509.5,32509.25,32509.75,32510.25,32511,32510.75,32511.75,32512.25,32507.06,32494.82
32494,32493.8,32495.8,32494.3,32495.5,32493.75,32493.75,32494,32495.75,32495.25,32496.25,32496.25,32495.25,32495.5,32495.5,32495.5,32496,32495.75,32497,32497,32496.75,32496.75,32495.75,32495.75,32495.75,32494.82,32498.28
32497.8,32500.3,32499.3,32499.8,32495.3,32498,32500.25,32499.25,32497.5,32497.5,32497.25,32497.75,32497.25,32497.25,32497,32497.5,32497.75,32498.5,32498.75,32499,32499,32500,32500.75,32500.5,32501.5,32498.28,32499.24
32499.8,32497.8,32498.5,32500.5,32500,32498,32497.75,32498.25,32499,32499.5,32500.5,32500.5,32500.5,32500.5,32500.75,32501,32501,32501.75,32502,32501.75,32500.75,32500.75,32500.75,32500.75,32500,32499.24,32494.27
32492.3,32492.3,32496.5,32496.5,32496.8,32491.5,32491.75,32493.25,32495,32494.5,32495.25,32494.75,32494.75,32495.5,32496,32495.75,32495.75,32496,32495,32495.25,32495,32495.25,32495.5,32496.5,32496.25,32494.27,32487.32
32487,32487.3,32486.5,32485.3,32483.3,32487,32486.75,32489.5,32489.75,32490.25,32490,32490,32490.25,32490.5,32490.5,32491.25,32491.5,32492.5,32492.75,32492.5,32492.5,32492.5,32494,32495.5,32496,32487.32,32488.38
32487,32489.3,32488.5,32488,32487,32487,32488.75,32489.5,32489.25,32489.5,32489.5,32489.5,32489.5,32489.75,32490,32490,32489.75,32490,32490.25,32491,32491.25,32491.25,32491.25,32491.25,32491.25,32488.38,32487.69
32487,32489.3,32489.3,32488,32485.8,32486,32486.75,32487.75,32487.5,32488,32488.25,32488.75,32489,32489,32489.25,32489.5,32489.25,32489.5,32491.25,32491.5,32491.5,32491.5,32491.5,32491.75,32491.5,32487.69,32492.28
32494,32491.5,32491.5,32492.8,32495.5,32493.75,32491.5,32491.25,32491.25,32491.25,32490.25,32490.75,32490.75,32490.75,32490.5,32491.25,32492,32491.75,32491.5,32491.5,32491.5,32491.5,32491.5,32491.5,32491.25,32492.28,32491.76
32492,32491.5,32490,32491.3,32495,32491.75,32491.5,32491.5,32491,32491,32492,32491.5,32491.5,32492.25,32492.5,32492.25,32492.75,32492.25,32492.5,32492,32492,32492,32493.5,32494,32492.5,32491.76,32485.84
32485,32485.3,32485.3,32486.8,32485,32485,32485,32486.5,32487,32487,32487,32487,32487,32488.5,32488.25,32488.25,32488.25,32488.5,32489.5,32490.25,32490.25,32490.25,32489.75,32490,32490.5,32485.84,32484.03
